ID,SMILES,LogP
9083,C1(=CC=CC=C1)C(NC)=O,2.693
9084,CC(C)C1C(CC(CC1)C)O,4.647
9085,C1(C)=CC(=NN)NC=N1,1.928
9086,N(CCCCC)C(NN)=O,1.464
9087,C(C)C1=CC=CC(O)=C1,3.733
9088,C=1C=C(N)C=2C(N)=CC=CC=2C=1,3.265
9089,C=1C=CC=C2N(C(=O)C=NC=12)C,2.048
9090,C=1C(=CC(=CC=1)C#N)C#N,2.077
9091,OCCCCCCCCCC,5.787
9092,C1(=NC([N+](=O)[O-])=C(OC)N1C)C,1.264
9093,C=1C2=C(C=CC=N2)C(=CC=1)N,2.392
9094,O=[N+]([O-])C1=CNC(S1)=N,2.326
9095,C1=CC=CC2=C1C(CO)=CC=C2,4.254
9096,C(C(=O)O)Br,1.818
9097,N1C(C(C=C(N1)C)=O)=N,0.446
9098,C1=CC(=CC=C1F)NC(=O)C,3.106
9099,C(C)C1=NC=CN=C1CC,3.338
9100,C=1(N=CC=CC=1)SC,3.816
9101,C1(C)=C(C(C)=CC(C)=C1)C,5.371
9102,N(C=O)(C1=CC=CC=C1)C,2.805
9103,C1=CC(=CC=C1F)C(OC)=O,3.849
9104,OC1=C(C)C=C(C)C=C1C,4.168
9105,C=12C(=CC=CC=1)C=NNC2=NN,2.354
9106,C=1C(=C(NC(=O)C)C(F)=CC=1)F,2.658
9107,CC(C)(C)N1C(=NC=C1)C=NO,2.035
9108,OC(C=1C(O)=C(O)C(O)=CC=1)=O,2.615
9109,C=1C=CC=C2OC=CC(C=12)=O,3.364
9110,FC(F)(F)C1=CC=CC=C1,3.734
9111,C(CNC(NCC=C)=O)=C,2.26
9112,C=1(C=CC=C(C)C=1)[N+](=O)[O-],3.761
9113,CC(=O)CCCC1=CC=CC=C1,3.87
9114,C=1NC=2C(=CC=CC=2O)C(C=1)=O,1.96
9115,ClC=1C(Cl)=CC(N)=CC=1,4.134
9116,C1(C)=CC=C(C(C)=C1)Cl,5.499
9117,N1C(=NC)OC=2C1=CC=CC=2,3.055
9118,[N+]([O-])(=O)C1=CC=C(C=C1)C(=O)N,2.114
9119,C1(C(=COC(COC)=C1)O)=O,0.066
9120,C(O)(COC(=O)C=C)C,1.173
9121,C=1(C(C(NC)C)O)C=CC=CC=1,2.66
9122,CC(C)CCC(=O)C=1C=COC=1,4.158
9123,C1=2C=CC=CC1=CC(=CN=2)O,3.81
9124,O=C(NNC=1C=CC=CC=1)N,1.518
9125,O=C(O)C1=CC(Cl)=CC=C1N,3.131
9126,C1CCCCC1(C#C)O,3.341
9127,N=1C(C(OC)=O)=CN=CC=1C,1.226
9128,CC(C)=CCCC(C)CC=O,4.754
9129,FC1=CC(=CC=N1)C(NN)=O,1.359
9130,C(C1=CC=CC=C1)N2N=CN=C2,3.36
9131,O(C1=CN=C(C=N1)Cl)C,3.24
9132,C(=C1C=CC(O1)=O)C#CC=CC,3.297
9133,C1=C2C(=O)N(O)C=NC2=CC=C1,1.559
9134,C=1N=CC(=CC=1)CCCN,1.714
9135,C1(=CC=C(C)C(C)=C1)C,4.876
9136,S1C=C(C(S1)=S)C,3.326
9137,C1=2C=CC=CC1=CC(CC)=CC=2,5.839
9138,CC(=O)CN1C=CN=C1[N+]([O-])=O,0.648
9139,C=1(C(=CC(=CC=1)OC)N)C(=O)C,3.627
9140,C=1C=C2C(=CC=1)NCCC2,4.177
9141,N=1N=C2N(N=1)C=CC=C2,1.346
9142,C=1N=CC(C2NC(CC2)=O)=CC=1,1.307
9143,N#CCC1=CC=C(C=C1)Cl,3.735
9144,NC=1C(C)=CC=CC=1C,3.31
9145,C=1C=C(Cl)C=C([N+]([O-])=O)C=1C,4.462
9146,C1=C(O)C(C)=CC(=C1)O,2.062
9147,C=1N(C(=C(C(C=1)=O)O)C)CCO,0.1
9148,C=1C(=C(C(=CC=1)OC)C)OC,5.086
9149,C1=CC=CC2=C(C)C=C(C)C=C12,6.079
9150,C=1N=C(SC)N=CC=1,2.785
9151,FC=1N=C(C=NC=1)Cl,2.672
9152,C1CNCCN1C2=NC=CC=N2,2.734
9153,C=1C=CN=CC=1C2=CC=CC=N2,2.522
9154,C1=C(CCC(C(C)=C)C1)C,5.743
9155,N=C1OC=2C(C(N1)=O)=CC=CC=2,2.039
9156,[N+]([O-])(=O)C1=CC=C(C=C1)Cl,3.582
9157,N1C(=C(Cl)N=C1Cl)Cl,3.333
9158,CC1=CC(C)=NC(SC)=N1,3.251
9159,COC=1C(=CC=C(C=O)C=1)OC,2.492
9160,C=1N=CC(=CC=1)CNCCC,2.322
9161,C1=CS(=O)C2=CC=CC=C12,2.647
9162,CN(C)C1=CC=CC(O)=C1,2.783
9163,N1=C(C=NC(C#N)=C1)Cl,3.016
9164,C1(C=CSS1)=S,3.206
9165,CC(C)(C)C=1C=C(C=CC=1)O,4.503
9166,C1=CC2=C(N=CC=C2)C(CC)=C1,4.838
9167,C=1C=CC=CC=1CNCCCC,3.457
9168,CC(C)(O)C1OC(CC1)(C=C)C,4.177
9169,N=1C(OC)=CN=CC=1C,1.938
9170,CC(C)C1=CC=C(C)C=C1,5.66
9171,C(CN)C1=CC=CC=C1,2.808
9172,C1=CC=CC2=NON=C12,3.13
9173,OC(=O)C(CCCC)CC,4.314
9174,ClC=1C=C(C(=CC=1)N)Cl,4.038
9175,C(=O)(NC=1C=CC(=CC=1)OC)C,2.724
9176,FC(F)(F)Br,3.228
9177,CN(C)C1=NC(C)=CN=C1,3.111
9178,CN(C)C1=CN=CC=N1,2.06
9179,C(N(CC)C1=CC=CC=C1)CO,3.144
9180,C(=[N-])=N[N+](=O)C1=CC=C(C=C1)F,3.262
9181,C1(=CC(N)=CC=C1C)C,3.252
9182,CC(C)N(C(=O)C)CCC,3.025
9183,C1CCCCN1CC(C)C(=O)C,2.217
9184,C(#N)C1=CC=CC(=C1)C(=O)N,2.022
9185,C=1NC(=O)NC(C=1F)=O,0.304
9186,C(C1=CC=CC=N1)CN,1.323
9187,O=[N+](C=1N=CN(CC)N=1)[O-],1.357
9188,C(=O)NC=1C=CC(C)=CC=1,3.015
9189,C1=2C=CC=CC1=CC(=CN=2)C,3.98
9190,C(C=CC=1C=CC=CC=1)(NC)=O,2.635
9191,C1(NC=2C(=CC=CC=2)C(N1)=O)=O,2.621
9192,C1(=C(OC)C(=O)C=CC1=O)OC,1.234
9193,N1=C(C=CC=C1O)Cl,2.378
9194,CN(C)C=1C=CC(C(N)=O)=CC=1,2.94
9195,C1(=C(Cl)C(C)=CC=C1)Cl,5.591
9196,N(C(N)=O)C1=CC=CC(F)=C1,3.135
9197,CC1=NON=C1C(=O)N,2.346
9198,C=1(C#N)C(NC(=O)C)=CC=CC=1,2.217
9199,C1=CC=C(C(N)=O)N=N1,0.7
9200,C(C1=CC=CC=N1)CCN,1.681
9201,N1N=C(OC1=N)CCCC,2.129
9202,C1=CC(Cl)=CC=C1N=C=S,4.916
9203,ClC(Cl)(Cl)Cl,4.951
9204,CN(C)C=1C=C[N+]([O-])=CC=1,0.738
9205,O=C(O)C=1N=CC=CC=1,2.229
9206,C=1(N=CC(Cl)=NC=1)Cl,2.223
9207,O(C)P(OC)(=O)CC(=O)C,0.504
9208,C(=O)NC=1C=CC(=CC=1)OC,2.728
9209,C=1C(Cl)=CC=C(C=1)C(OC)=O,4.18
9210,C=1N=CC=NC=1C(=O)C,1.799
9211,C(CC(CCCC)=O)CC,4.407
9212,CC(C)C=1C=C(O)C(C=CC=1)=O,4.302
9213,C1=2NC(NC(C1=CC=CC=2)=O)=N,2.397
9214,N(O)=CC=1SC(=NN=1)C,2.57
9215,O=[N+]([O-])C=1N(C)C=NC=1,1.816
9216,C(N)(O)C(C(C)=O)NC(=O)C,-0.161
9217,C1CC(C)N(C1C)N=O,2.448
9218,C1(=CC=C(C)C=C1)CN(C)N=O,3.658
9219,C=12C=CC=CC=1C(=CC=C2)NC,4.212
9220,CCCC(CCC)C(=O)O,3.917
9221,C=1N=CC(=CC=1)C(C)=O,1.45
9222,C12CC3(CC(CC(C1)(N)C3)C2)C,4.574
9223,C1=CC=C(OCCCC)N=N1,3.293
9224,C=1C=CC=CC=1CNC(CO)C,2.26
9225,C(N)(OC(CC)C=C)=O,2.819
9226,O(C(NC=1C=CC(F)=CC=1)=O)C,3.779
9227,C1=C(O)C(C)=CC(=C1)NC(=O)C,2.268
9228,C1C(COCCCC)O1,2.007
9229,CC(CC1=CC=CC=C1)=O,3.406
9230,C1(=CN=C(C=N1)Cl)C,2.615
9231,CC1=C(C(NC(=O)C)=CC=C1)C,2.845
9232,N#CCCOC=1C=CC=CC=1,3.213
9233,C=1(C=CC=C(C(C)=O)C=1)[N+](=O)[O-],2.794
9234,O(C1=CC=C(C)C=C1)C(NC)=O,3.02
9235,N=1O[N+](=C(C(OC)=O)C=1C)[O-],2.083
9236,CN(C)CCC=1N=CC=CC=1,2.517
9237,[N+](C=1C(=CC=C(C=1)OC)N)([O-])=O,3.227
9238,C(#N)C(C#N)=NNC1=CC=CC=C1,3.735
9239,CNCC(CC)C=1C=CC=CC=1,4.036
9240,CC(C)C=1C=CC(=CC=1)N,3.522
9241,O(C1=CC=NC=N1)CC,2.172
9242,C=12C=CC=CC=1C(=CC=C2)NCC,4.815
9243,CC(C)(C)NC(NO)=O,1.632
9244,C=1(N(CC#N)C([N+](=O)[O-])=CN=1)C,2.019
9245,C=1(C=C(O)C(=CC=1)Cl)C,4.072
9246,ClC=1N=C2C=CC=CC2=NC=1,3.832
9247,C1=C(C(=CC=2C=CC=CC1=2)N)N,3.163
9248,N1=CN=CC2=NC=CN=C12,1.262
9249,C1C=2C=CC=C3C=2C(=CC=C3)C1,5.295
9250,C1(=CC=C(C)C=C1)C(NN)=O,2.255
9251,C=1(NC=NC=1C(N)=O)N,0.845
9252,N(C(C=1NC=CC=1)=O)CC,3.782
9253,CCS(CC)(=O)=O,1.9
9254,S1C=2C(=CC=CC=2)N=C1,3.349
9255,[N+]([O-])(=O)C1=CC=C(C=C1)CC,4.561
9256,C(C1=NON=C1C)(NC)=O,2.323
9257,C1(=CC=CC=C1F)OC(C)=O,3.239
9258,C(C1=CC=CC=C1)N2C=CN=C2,3.003
9259,C1CC(CCN1)C2=CC=CC=C2,4.309
9260,C(C)CN(N=O)C(N)=O,2.008
9261,C(N=C=S)C1=CC=CC=C1,4.466
9262,CC(C)N(C(C)=O)CC=C,2.424
9263,OC=1C(=C)C(=C(O)C(=C)C=1C)C,4.819
9264,C(N(N)C)(C1=CC=CC=C1)=O,2.065
9265,CN(C)N=NC=1SC=CN=1,3.06
9266,CN(C)CC=1OC=CC=1C,3.491
9267,CCCCCCCCC,7.087
9268,C=1NC2=CC=CC=C2C(C=1)=O,1.671
9269,C1CC(C(C)=C)C(C)C1(O)C,4.246
9270,C=1(C=CC=C(N)C=1)[N+](=O)[O-],3.392
9271,[NH+](=CC(N=CC(=O)N)=O)[NH-],-0.006
9272,O=CC1=CC=CC=C1C,3.727
9273,C=1C=C([N+](=O)[O-])C(=CC=1)OC,3.271
9274,C1(=CC=CC=C1)C(NN)=O,1.797
9275,OC1=C(CO)C(CO)=CN=C1C,0.44
9276,C=1C=C(C(=CC=1)O)C(O)=O,3.527
9277,C(#N)C1=CC=C(C=C1)NC=O,3.257
9278,O=C(O)C1=CC(O)=C(O)C(=C1)O,2.118
9279,FC(F)(F)OC=1C=CC=CC=1,4.943
9280,C1=C(C(O)=CC(=C1)O)[N+]([O-])=O,2.591
9281,C(=O)(C)NC(C(=O)N)C,0.221
9282,C1=NC=C(N=C1Cl)Cl,3.28
9283,C1=C(C(=CC(F)=C1)O)[N+]([O-])=O,3.399
9284,C(#N)C(C#N)=C(C=1C=CC=CC=1)C,4.587
9285,CN(C)C(CC=1C=CC=CC=1)=O,1.42
9286,C(=O)NC1=CC=CC(=C1)Cl,3.792
9287,C(=CC=1C=CC=CC=1)(C)[N+](=O)[O-],3.7
9288,C=1C=CN(C=1)CC=2C=CC=CC=2,3.536
9289,C1(C)=CC=C(O)C(=C1)N,1.946
9290,CC(=O)C=CC=1C=CC=CC=1,2.907
9291,C(#N)C1=CC=C(C=CC(C)=O)C=C1,2.983
9292,O1C=2C(OC1)=CC=CC=2,3.481
9293,C1=CC=C2C(=C1)C=CC=C2,4.982
9294,O=[N+]([O-])C=1N(CC#C)C=NC=1,1.731
9295,ClC(Cl)(Cl)[N+]([O-])=O,3.532
9296,NC(COCC)C(=O)O,-0.221
9297,C=1(C=CC(=CC=1)OCCO)OC,2.383
9298,CC(N=C1C=CNN=C1)=O,1.011
9299,C1=CC=C(SC)C(C(N)=O)=C1,2.094
9300,C(C1=CC=C(C=C1)C(=O)O)CC,4.684
9301,N1=CC=CN1C=2C=CC=CC=2,3.856
9302,C=1(C=CC=C(C=1)C(N)=N)[N+](=O)[O-],1.673
9303,C=1C=CC=CC=1COC(C)=O,2.897
9304,CN(C)C(N(CC)N=O)=O,2.123
9305,C=1(N=CC=CC=1)C(=O)N,1.565
9306,C(CC(NC)=O)C1=CC=CC=C1,3.002
9307,O(C(=O)N)CCC1=CC=CC=C1,3.038
9308,C1=C([N+]([O-])=O)C(C)=CC(=C1)O,4.02
9309,COCC1=CC=CC=C1,3.016
9310,C=1C=CC=CC=1CCNC(=O)C,2.587
9311,C1=C(O)C(=CC(Cl)=C1)C,3.982
9312,CN(C)C1=CC=NC=N1,2.745
9313,C(Br)C1=CC=CC=C1,4.963
9314,C1CC1C2=NC=C(N2C)[N+](=O)[O-],2.487
9315,FCCCC1=CC=CC=C1,4.079
9316,C(=O)(NC=1C=CC(=CC=1)C=O)C,2.574
9317,C1CNC(C(=O)O)CC1,-1.581
9318,C1C(C)CCCN1N=O,2.47
9319,C1(C)=CC=C2C(=C1)C=CC=N2,3.916
9320,C1(=CC=CC=C1)C2=CC(=O)NO2,3.622
9321,C(N)(=O)C1=CC=CNC1=N,1.884
9322,C(C)CC(N1CCCC1=O)=O,2.697
9323,C(NC=1C=CC=CC=1)CCC,5.725
9324,C1CCCCC1C(N)C(=O)O,0.567
9325,NC1=CC(C(=O)O)=CC=C1N,1.659
9326,O=CC1=C(O)C(OC)=CC=C1,2.67
9327,C=1C=NC(CC(=O)N)=CC=1,0.845
9328,C(OP(OCC)(C)=S)C,3.66
9329,CC(C)CCOC(=O)C,3.693
9330,C1=CC(C(=O)OCC)=CC=N1,2.837
9331,C=1C=C(C(N)=O)C(F)=CC=1,2.153
9332,O=C(NC=1C=CC(F)=CC=1)N,2.043
9333,O=C(O)C1=CC=C(O)C=C1O,2.966
9334,FC(F)(F)CC(CO)C,2.73
9335,C1=C(OCC)C(=CC=C1)O,3.43
9336,CC(C)C1C(=O)C=C(C)CC1,4.167
9337,CN(C)P(N(C)C)(=O)C,0.802
9338,C=1(C(CC)=NC=C(N=1)C)CC,3.385
9339,O=P(SCC)(OCC)N,1.452
9340,C(C(CCCC)CC)N,4.3
9341,O=C(O)C1=CC=C([N+]([O-])=O)C=C1,3.623
9342,FC(F)(F)CCCCO,2.195
9343,N1C(=O)CC(NC1=O)=O,0.223
9344,C=1(C=2C=CN=CC=2)C=CN=CC=1,3.357
9345,C1=CC(C(OC)=O)=CC=N1,2.392
9346,CC(C)(C)C1=CC=C(C=C1)N,3.893
9347,C1=CC=C2C(C(=O)NN=N2)=C1,2.157
9348,CN(C)C1=CC=CC=C1OC,2.711
9349,C=1C=CC2=C(NC(C(N)=O)=C2)C=1,3.478
9350,C(CCC(C=1NC=CC=1)=O)C,4.04
9351,C=1C=C(OC(C)=O)C=CC=1N,1.958
9352,C=1C=CC=C2C(=O)CC(=O)C=12,1.711
9353,FC=1C=CC=C(OC(=O)NC)C=1,2.356
9354,C1CC(NCCC1)=S,2.157
9355,C1COCCN1C(=O)CCl,0.129
9356,C=1C=2C(=NC=C(C)N=2)C=CC=1,3.148
9357,C=1(C=CC=C(N=1)OC)OC,3.88
9358,C1=NC=C(Br)C=N1,1.987
9359,C(=[N-])=N[N+](=O)C1=CC=C(C)C=C1,3.99
9360,O(C1=CC=CC(CC(=O)O)=C1)C,3.835
9361,C=1C=CC=CC=1CC(=O)S,3.109
9362,O=[N+]([O-])C=1N=C(NC=1)C,1.439
9363,C=1(C=COC=1C(OC)=O)C,3.117
9364,O=C(O)C1=CC=C(C(F)=C1)N,2.915
9365,NNC(C1=CC=NC(=C1)Cl)=O,1.245
9366,O(CCCCC)C(=O)N,1.773
9367,C=1C=C(C=CC=1OC)CC(=O)O,2.621
9368,C1(CCCC2=CC=CC=C12)O,3.192
9369,C=1C=C(C=CC=1N)C(OC)=O,3.199
9370,OC(=O)C(CCC)CC,3.698
9371,O=[N+](C1=NC=C(N1C)CO)[O-],2.261
9372,C=1C=NN(N=1)CC=2C=CC=CC=2,1.884
9373,C=1NC=CC(=NC(C)=O)N=1,1.223
9374,C1=C(F)C(=CC=C1)NC(=O)OC,2.868
9375,C(CCN(N=O)C(N)=O)C,2.771
9376,C=1C=CC(NC(=O)NO)=CC=1,1.997
9377,C(CC(=O)OC)CCC(C)=O,1.994
9378,C=1(C=C(C)C(NC(=O)C)=CC=1)O,1.749
9379,CC(C)NCC1=CC=CN=C1,1.976
9380,NC(C(CC)C)C(=O)O,-0.237
9381,[N+]([O-])(C1=CC=C2ON=CC2=C1)=O,2.765
9382,C1CCN(CCCC1)N=O,4.613
9383,C=1N=CC(=CC=1)C(NCC)=O,1.604
9384,C1CN(CCC1)CC(O)=O,0.532
9385,C1CC=CCCC=CCCC=C1,7.206
9386,C=1C(N=C=S)=CC=C(C)C=1,4.987
9387,CC1(C)C2=C(C)CC(=O)C1C2,3.852
9388,CN(C)C1=CN=CC(C(N)=O)=N1,2.03
9389,C=1N=CC=C(C=1)C2=CC=CC=N2,3.522
9390,C=1(N=C(SN=1)C=NO)C,2.116
9391,C1([N+](=O)[O-])=CC=CC(O)=C1,3.642
9392,C1=C(OC(=C1)C=C)[N+]([O-])=O,3.215
9393,C(C1=CC=CC=C1)CC(=O)O,3.338
9394,C=1C(=CSC=1)C(=O)NC,2.243
9395,O(C)C1=CC=C(C)C(OC)=C1,3.864
9396,CN(C)C=1C=CC(C)=CC=1,4.34
9397,C=1C2=C(C(O)=CC=1)C=CC=N2,3.327
9398,N=1NC(=N)C=CC=1Cl,1.777
9399,C(#N)C1=CC=C(C=C1)O,3.169
9400,C(CC)CCC1=CC=CC=C1,6.212
9401,C1=C(N)C=C(Cl)C(=C1)OC,3.273
9402,C=1C=C(C(OC)=CC=1)C(C)=O,3.016
9403,N1=C(C(=NC=C1)C#N)C#N,2.142
9404,C=1C=CC2=C(C=1)C(=CC=C2)Cl,5.519
9405,C=1([N+](=O)N=C=[N-])C=CC=C(C)C=1,4.212
9406,C=1C=CC=CC=1CNCC,3.076
9407,C=1N=CC=NC=1C(OC)=O,1.13
9408,CC(C)CCO[N+]([O-])=O,4.737
9409,C1=C(N)C=C2C(=C1)NN=C2,2.389
9410,C(COC(C=1C=COC=1)=O)C,3.682
9411,C1=CC=C(C#N)C=C1CC(=O)O,2.227
9412,C=1C(=C(C=C(N=C)C=1O)O)NC,2.007
9413,O=C(O)CCCCCCCC,4.634
9414,CC(C)(C)C(=O)CC(=O)C,2.973
9415,C=1(C=CC=CC=1)OCC(O)CO,2.301
9416,C1CC(CCN1N=O)C,2.409
9417,C(=O)NC=1C=CC(F)=CC=1,3.423
9418,C1(C)=C(O)C(C)=CC=C1,4.024
9419,C=1(C=CC(C2=CC=CC=C2)=CC=1)O,5.067
9420,O=C(C1=CC=C(C=C1)OC)C,3.217
9421,C(#N)C1=CC(=CC=C1)C(=O)C,2.894
9422,CC1(C)C(=C)C2CC1CC2,5.658
9423,ClC(Cl)CCl,3.061
9424,C1CCCCC1(CN)CC(O)=O,0.372
9425,C(=CCO)C=1C=CC=CC=1,3.635
9426,O1C(C)=C(C(N)=O)SCC1,0.661
9427,OCCC1=CC=CC=N1,1.834
9428,C12=C(C=CC=C1)C(=CC=C2O)O,3.109
9429,C1(C)=CC=C(C)C(=C1)N,3.079
9430,C=1C=CC=CC=1C(=S)N,2.277
9431,C1(C)=CC=C(CC)C(C)=C1,6.079
9432,C1=CC=C(C=C1[N+](=O)[O-])[N+](=O)[O-],3.204
9433,C(CCCC#N)CCCC,4.564
9434,N1=C(N=C(C=NO)O1)C,1.952
9435,C1=C(F)C(=CC=C1F)F,3.816
9436,CC=1C=C(C=C(C)C=1Cl)O,4.758
9437,C12C3C(O)C(C1O)CC23,1.748
9438,C1C(NC2=CC=CC=C12)=O,2.561
9439,CP(C)C1=CC=CC=C1,3.653
9440,O(C1=CC=CC(O)=C1)C,3.025
9441,C=1C=C(C=C([N+]([O-])=O)C=1O)OC,3.877
9442,CC(C)C(C#N)C1=CC=CC=C1,4.068
9443,C=1(C=C([N+]([O-])=O)C(=CC=1)O)C,3.694
9444,CC1(C)C2CCC1(C)C(C2)=O,3.986
9445,CC1(C)CCCC(C)(C)N1,3.178
9446,C=1C=CC(=CC=1)[N+]([O-])=NC(=O)N,2.125
9447,C=1C=CC=2C(=CC=CC=2)N=1,2.821
9448,C=1N(C(C(O)=CC=1)=O)CCCC,2.72
9449,C(CC)CCC1=CC=NC=C1,5.098
9450,C=1N=C(C(=O)OCC)N=CC=1,1.323
9451,N=1NC(=O)NC(C=1CC)=O,1.744
9452,C1(C(=O)O)=CC=C(N)C=C1Cl,2.204
9453,C1=C(C=CC=C1)C(=O)N,2.564
9454,C=1C=CC=C2N([O-])N=C[N+](C=12)=O,0.631
9455,C=1C=CC=CC=1C(CC)=O,3.55
9456,O=[N+](C1=C(N(C)C=N1)C)[O-],1.209
9457,C1(COC(C(C1O)O)O)O,-1.531
9458,CN(C)N=NC1=CC=CC=C1,4.526
9459,C1(=CC=C(C(O)=C1)Cl)O,2.889
9460,SC1=CC=C(N)C=C1,2.835
9461,N1=CC(N(N)C(SC)=N1)=O,1.466
9462,[N+]=1(C=CC(=CC=1)Cl)[O-],1.096
9463,N(O)=CC=1C=CC=CC=1,3.763
9464,C1(=CC=CC=C1OC(C)=O)CC,3.846
9465,C(C=1CC(N(C)C=1)=O)(O)OC,0.933
9466,C=1(C=CC=C(OC)C=1)[N+](=O)[O-],3.369
9467,C(C1=CN=C(C=N1)C)(=O)OCC,2.399
9468,C1=2C(OC(C(=O)O)=C1)=CC=CC=2,3.583
9469,C1CCCCC1OC(C(=C)C)=O,4.393
9470,C=1(SSC(=S)C=1)C,3.327
9471,C=1C=C(C=CC=1N)C(NN)=O,1.06
9472,C1=C(F)C(=CC=C1F)N,2.418
9473,O=C(O)CCCCCCC,5.167
9474,C=12C(C=3C(=CC=CC=3)N=1)=CNC=C2,4.681
9475,C=1N=CC(OCC)=CC=1,2.848
9476,FC=1C(OCC(O)=O)=CC=CC=1,2.83
9477,O1C2C=3C(C1C(N)C2)=CC=CC=3,1.772
9478,C=1N(C)C(=CC=1)C(NCC)=O,2.58
9479,C1=CC2=CC=C(C=C2N1)OC,3.56
9480,C=1(N)C(S)=CC=CC=1,2.474
9481,N1=C2N(C(=O)C=C1)C=CC(=C2)C,2.609
9482,N1=NC=2C(C=C1)=CC=CC=2,1.995
9483,CC(C)CNC(NN)=O,0.728
9484,C=1C=2C=CC=CC=2C=C(O)C=1O,3.577
9485,N(C(OC)=O)C1=CC=CC(F)=C1,3.554
9486,C(COC(C=1C=CSC=1)=O)C,4.008
9487,C1(=CC=C(C=C1)OC)C(NN)=O,1.618
9488,O(C(=O)C)C(OC(=O)C)C=C,2.119
9489,C(CC)CCCBr,4.741
9490,NC(=O)CC=1C=CSC=1,1.634
9491,C1=CC(C(O)=CN1CC)=O,1.049
9492,C1=CC(=CC=C1F)C(=O)N,2.351
9493,C(CCCC=C)CCCC,6.727
9494,NC1=C([N+]([O-])=O)C=CC=C1N,3.033
9495,C1=2C(OC(C(=O)C)=C1)=CC=CC=2,3.585
9496,C=1(N(C(=NC=1)[N+](=O)[O-])CCO)C,1.809
9497,C=1C=CC=CC=1CCCCN,3.864
9498,C1(C(=C(C)C=C(C1=C)O)O)=C,3.239
9499,C1([N+](=O)[O-])=CC=CC(F)=C1,2.656
9500,C=1(SN=NC=1)C=NO,2.027
9501,N1=C(C(OC)=O)C(=[N+](O1)[O-])C,2.158
9502,CN1C(CC(=O)NC1=O)=O,0.394
9503,C1=C(C(=CC=C1)NC(=O)N)F,2.438
9504,FC=1C=CC=C(CC(=O)O)C=1,3.034
9505,C=1(Cl)C=C2N=CC=NC2=CC=1,4.299
9506,C=1NC(=NC)C=2C=CSC=2N=1,2.75
9507,C1=CC=C(C(=C1)C#N)C#N,2.251
9508,O(C=1C(=CC=CC=1)N)C,2.482
9509,C1CN(CCS1)N=O,1.633
9510,CCN1CCN(CC)C1=S,2.317
9511,C(CC#N)N(CCC#N)N=O,1.426
9512,C=1C(O)=CC(=CC=1)CO,1.282
9513,O=[N+](C=1C=C(C=C(C=1)F)F)[O-],3.211
9514,N1(C2=CC=CC=C2N=N1)CCO,2.081
9515,C(CBr)CCl,3.859
9516,C1(C(C=C(NN1)C)=O)=O,1.109
9517,C(O)(C1=CC=CC(O)=C1)CNC,2.226
9518,CC(C)C1=CC=CC=C1O,3.949
9519,C=1C(O)=CC(=CC=1)C(=O)O,2.694
9520,[N+]([O-])(=O)C1=CC=C(C)C=C1,3.914
9521,CC1(C)C(C2(CCC1C2)C)=O,4.905
9522,N1=CC(NC2=CC=CC=C12)=O,1.743
9523,C1(C)=CC=C(O)C(C)=C1,3.536
9524,O=[N+]([O-])OCCCC,3.561
9525,C1=C(N)C=C2C(C=CC=C2)=N1,3.418
9526,CN(C)C=1N=CC=CN=1,2.039
9527,OC=1C(CO)=CC=CC=1,2.134
9528,CN(C)CC(O)C=1C=CC=CC=1,2.991
9529,C=1(NC(C=NC=1)=NC(C)=O)OC,2.271
9530,C=1N=CC(=CC=1)C(=O)NC,1.477
9531,C(CC)CN(CCCC)N=O,4.056
9532,C=1(C=CC=C(C(N)=O)C=1)[N+](=O)[O-],2.579
9533,CC(C)(S)C(N)C(=O)O,-0.368
9534,C1(=CC=CC=2C(=CC=CC1=2)O)O,3.302
9535,C1(C(=COC(COCC)=C1)O)=O,0.915
9536,N1=C(C=CC=C1C(=O)O)Cl,3.023
9537,C1(C)=CC=C2C(C)=CC=CC2=C1,5.857
9538,C(C1=CNC(C)=C1)(OC)=O,3.44
9539,O=[N+]([O-])C=1N=C(N(C)C=1)Cl,1.351
9540,O1NC(C(=NC(=O)C)N1)=N,1.268
9541,C=1(C2=C(C(=CC=1)C)C=CC=C2)C,5.635
9542,CC(C)O[PH](OC(C)C)=O,1.585
9543,C1CC2(CCC1(O2)C(C)C)C,4.929
9544,CC=1C(C)=CC(=C(C)C=1)N,3.621
9545,CC(C)COCC(C)C,4.511
9546,CC(=O)CCCCCC,3.853
9547,C(C)OC1=CC=CC=N1,3.15
9548,C1(=CC=CC=C1N)C2=CC=CC=C2,3.987
9549,C1([N+](=O)[O-])=CC=CC(=C1)CO,3.237
9550,C=1C=CC2=C(C=1)OC3=C2C=CC=C3,5.634
9551,FC(F)(F)C(CCO)C,2.771
9552,ClC(Cl)=C(Cl)Cl,4.508
9553,C1(NC=C(Cl)N=C1)=NC(C)=O,2.02
9554,C(C1=CC=C(C)C=C1)N,2.926
9555,C1(=O)OC2=CC=CC=C2N1,2.472
9556,NNC(C1=CC=CC(O)=C1)=O,1.55
9557,C(CCOC(C)=O)CC,3.634
9558,C=1N=C(C(N)=O)N=CC=1,-0.013
9559,C1=C(C=C2C=CC=NC2=C1)OC,3.942
9560,COCCCC1=CC=CC=C1,4.783
9561,N#CCCC1=CC=CC=C1,3.054
9562,C=1C2=CC(=CC(=C2C=CC=1)O)O,3.117
9563,CC(OC(COC)C)=O,1.781
